web-scraper-order,web-scraper-start-url,selector_lapin_pigeon,selector_lapin_pigeon-href,nom,prix,adresse,image
"1737925281-183","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poule Cochin cailloutée","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-cailloutee-2641987","Poule Cochin cailloutée","180 000 CFA","Dakar, Sénégal",""
"1737925292-184","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin géant Angoura","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-angoura-2644118","Lapin géant Angoura","15 000 CFA","Dakar, Sénégal",""
"1737925300-185","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon - Couple Texen","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-couple-texen-2655212","Pigeon - Couple Texen","35 000 CFA","Mbao, Dakar, Sénégal",""
"1737925310-186","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons frisés milanais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-frises-milanais-2661323","Pigeons frisés milanais","1 000 CFA","Cambérène, Dakar, Sénégal",""
"1737925320-187","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons mondains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondains-2663305","Pigeons mondains","200 000 CFA","Mbour, Sénégal",""
"1737925330-188","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-2673317","Poules","20 000 CFA","Keur Massar, Sénégal",""
"1737925343-189","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Brahmanes de pure race - peruches ondulés","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmanes-de-pure-race-peruches-ondules-2678983","Brahmanes de pure race - peruches ondulés","25 000 CFA","Dakar, Sénégal",""
"1737925356-190","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin métisse","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metisse-2683357","Lapin métisse","10 000 CFA","Keur Massar, Sénégal",""
"1737925367-191","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2685886","Poulets","Prix sur demande","Dakar, Sénégal",""
"1737925377-192","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","5 femelle - 1 mâle cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/5-femelle-1-male-cochin-2685913","5 femelle - 1 mâle cochin","Prix sur demande","Dakar, Sénégal",""
"1737925387-193","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons mâles king","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-males-king-2687762","Pigeons mâles king","55 000 CFA","Dakar, Sénégal",""
"1737925396-194","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet Cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-cochin-blanc-2687766","Poulet Cochin blanc","50 000 CFA","Dakar, Sénégal",""
"1737925408-195","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2689453","Pigeon","25 000 CFA","Gibraltar, Dakar, Sénégal",""
"1737925418-196","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Couple texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2695680","Couple texan","35 000 CFA","Keur Massar, Sénégal",""
"1737925426-197","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2697330","Pigeon","100 CFA","Cambérène, Dakar, Sénégal",""
"1737925438-198","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanc-2711734","Cochin blanc","Prix sur demande","Keur Massar, Sénégal",""
"1737925449-199","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cochin caïllouté","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-2711749","Cochin caïllouté","Prix sur demande","Keur Massar, Sénégal",""
"1737925460-200","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poule Baraman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-baraman-2712048","Poule Baraman","Prix sur demande","Bargny, Sénégal",""
"1737925469-201","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin / Géant de Flandre","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-de-flandre-2723627","Lapin / Géant de Flandre","40 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1737925478-202","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons frisés milanais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-frises-milanais-2728978","Pigeons frisés milanais","75 000 CFA","Cambérène, Dakar, Sénégal",""
"1737925488-203","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin géant Flandre","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-flandre-2735556","Lapin géant Flandre","Prix sur demande","Hann Bel-Air, Dakar, Sénégal",""
"1737925497-204","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Mondains blancs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/mondains-blancs-2739851","Mondains blancs","200 000 CFA","Cambérène, Dakar, Sénégal",""
"1737925507-205","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon mondain - pigeons texans","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-pigeons-texans-2742216","Pigeon mondain - pigeons texans","Prix sur demande","Dakar, Sénégal",""
"1737925519-206","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Voyageurs à manteaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/voyageurs-a-manteaux-2742963","Voyageurs à manteaux","30 000 CFA","Cambérène, Dakar, Sénégal",""
"1737925528-207","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Dindes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindes-2743094","Dindes","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1737925538-208","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Brahmane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmane-2747312","Brahmane","35 000 CFA","Louga, Sénégal",""
"1737925547-209","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Métisses boulan - mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/metisses-boulan-mondain-2747317","Métisses boulan - mondain","25 000 CFA","Louga, Sénégal",""
"1737925557-210","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon boulant pomeranie","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-pomeranie-2753142","Pigeon boulant pomeranie","60 000 CFA","Mbao, Dakar, Sénégal",""
"1737925565-211","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2753197","Pigeon","20 000 CFA","Mbao, Dakar, Sénégal",""
"1737925575-212","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2771365","Poulets de chair","3 000 CFA","Dakar, Sénégal",""
"1737925586-213","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cailles + œufs de caille","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-ufs-de-caille-2777887","Cailles + œufs de caille","6 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1737925594-214","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin nains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nains-2787066","Lapin nains","35 000 CFA","Dakar, Sénégal",""
"1737925607-215","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons texans","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texans-2813598","Pigeons texans","75 000 CFA","Cambérène, Dakar, Sénégal",""
"1737925620-216","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Male cochin caïllouté","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-cochin-cailloute-2824883","Male cochin caïllouté","Prix sur demande","Keur Massar, Sénégal",""
"1737925630-217","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-2838626","Pigeon Mondain","Prix sur demande","Rufisque, Sénégal",""
"1737925639-218","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Œufs à couver","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-a-couver-2849328","Œufs à couver","115 000 CFA","Ouakam, Dakar, Sénégal",""
"1737925648-219","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Coq Cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-2850705","Coq Cochin blanc","35 000 CFA","Thies, Sénégal",""
"1737925657-220","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2853881","Pigeons","Prix sur demande","Bargny, Sénégal",""
"1737925666-221","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2880530","Poulets","2 500 CFA","HLM, Dakar, Sénégal",""
"1737925674-222","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Dindes et poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindes-et-poulets-de-chair-2886105","Dindes et poulets de chair","Prix sur demande","Mbour, Sénégal",""
"1737925690-223","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cochin caillouté","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-2899128","Cochin caillouté","Prix sur demande","Keur Massar, Sénégal",""
"1737925703-224","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poule cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-2907921","Poule cochin","40 000 CFA","Medina, Dakar, Sénégal",""
"1737925713-225","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-2917717","Poulet Brahma","35 000 CFA","Dakar, Sénégal",""
"1737925723-226","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Coq Brahmâ blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-blanc-2917722","Coq Brahmâ blanc","35 000 CFA","Dakar, Sénégal",""
"1737925731-227","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet Brahmâ blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-blanc-2917728","Poulet Brahmâ blanc","30 000 CFA","Dakar, Sénégal",""
"1737925739-228","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Karavaty chinoise","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-karavaty-chinoise-2921677","Pigeon Karavaty chinoise","15 000 CFA","Dakar, Sénégal",""
"1737925749-229","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Romain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-romain-2921690","Paire pigeon Romain","80 000 CFA","Dakar, Sénégal",""
"1737925758-230","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Coschoi","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-coschoi-2921695","Paire pigeon Coschoi","70 000 CFA","Dakar, Sénégal",""
"1737925766-231","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Boulons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-boulons-2921717","Paire pigeon Boulons","50 000 CFA","Dakar, Sénégal",""
"1737925777-232","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2921773","Poulet","Prix sur demande","Dakar, Sénégal",""
"1737925785-233","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Laor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-2921831","Pigeon Laor","40 000 CFA","Dakar, Sénégal",""
"1737925794-234","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahore","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-2921833","Pigeon Lahore","40 000 CFA","Dakar, Sénégal",""
"1737925802-235","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2923781","Poulets de chair","3 000 CFA","Ouakam, Dakar, Sénégal",""
"1737925812-236","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux rex tricolore","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-rex-tricolore-2932849","Lapereaux rex tricolore","Prix sur demande","Mbour, Sénégal",""
"1737925821-237","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2942609","Pigeons","30 000 CFA","Joal Fadiouth, Sénégal",""
"1737925829-238","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2944254","Pigeons","40 000 CFA","Mbour, Sénégal",""
"1737925838-239","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahmâ hermine","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-hermine-2949738","Poussin brahmâ hermine","10 000 CFA","Dakar, Sénégal",""
"1737925847-240","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahmâ blanc hermine","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-blanc-hermine-2950013","Poussin brahmâ blanc hermine","10 000 CFA","Dakar, Sénégal",""
"1737925860-241","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussins fermiers","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-fermiers-2950193","Poussins fermiers","10 000 CFA","Dakar, Sénégal",""
"1737925872-242","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-2950921","Poussin brahman","3 000 CFA","Medina, Dakar, Sénégal",""
"1737925880-243","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Cokier","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cokier-2954851","Pigeon Cokier","45 000 CFA","M'bour, Sénégal",""
"1737925889-244","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2970567","Lapins","15 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737925896-245","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin  - 1  jour","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-1-jour-2974676","Poussin  - 1  jour","Prix sur demande","Dakar, Sénégal",""
"1737925905-246","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2976666","Poulet","2 500 CFA","Yoff, Dakar, Sénégal",""
"1737925912-247","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin Nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2979256","Lapin Nain","30 000 CFA","Ngor, Dakar, Sénégal",""
"1737925924-248","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-angora-2981287","Lapereaux Angora","15 000 CFA","HLM, Dakar, Sénégal",""
"1737925932-249","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Brahmâ","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-2984079","Brahmâ","12 500 CFA","Dakar, Sénégal",""
"1737925941-250","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussins de Batman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-batman-2989976","Poussins de Batman","10 000 CFA","Cambérène, Dakar, Sénégal",""
"1737925948-251","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Perruches ondulées","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-ondulees-2996669","Perruches ondulées","Prix sur demande","Point E, Dakar, Sénégal",""
"1737925956-252","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahma-3000249","Poules Brahma","Prix sur demande","Dakar, Sénégal",""
"1737925964-253","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet pondeuse","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-pondeuse-3000537","Poulet pondeuse","3 500 CFA","Guediawaye, Dakar, Sénégal",""
"1737925974-254","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Oison de Toulouse","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oison-de-toulouse-3000848","Oison de Toulouse","Prix sur demande","Mbour, Sénégal",""
"1737925982-255","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Chateau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005822","Chateau","50 000 CFA","Mbour, Sénégal",""
"1737925991-256","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Jeune king","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-king-3005849","Jeune king","50 000 CFA","Mbour, Sénégal",""
"1737926000-257","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Chateau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005856","Chateau","50 000 CFA","Mbour, Sénégal",""
"1737926009-258","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules bleus hollandais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleus-hollandais-3009280","Poules bleus hollandais","6 500 CFA","Saint Louis, Sénégal",""
"1737926020-259","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3010219","Poulet","3 000 CFA","Saint Louis, Sénégal",""
"1737926029-260","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3011311","Pigeon voyageur","5 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1737926042-261","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Trio dindes rouge","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-dindes-rouge-3012683","Trio dindes rouge","130 000 CFA","Dakar, Sénégal",""
"1737926053-262","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3017104","Poulet de chair","3 000 CFA","Touba, Sénégal",""
"1737926061-263","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3020570","Poulet de chair","3 000 CFA","Touba, Sénégal",""
"1737926072-264","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3020754","Poulets","Prix sur demande","Grand Yoff, Dakar, Sénégal",""
"1737926082-265","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3020864","Poulets de chair","Prix sur demande","Grand Yoff, Dakar, Sénégal",""
"1737926107-266","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Coq Cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3024487","Coq Cochin blanc","70 000 CFA","Dakar, Sénégal",""
"1737926117-267","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Cochin blanche","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanche-3025104","Cochin blanche","65 000 CFA","Dakar, Sénégal",""
"1737926128-268","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3033406","Pigeon","25 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737926139-269","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapins Angora métissés","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-metisses-3035970","Lapins Angora métissés","15 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1737926148-270","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3049719","Pigeon","150 000 CFA","Rufisque, Sénégal",""
"1737926158-271","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3052171","Lapereaux","20 000 CFA","Yoff, Dakar, Sénégal",""
"1737926171-272","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3055838","Lapin Angora","Prix sur demande","Dakar, Sénégal",""
"1737926182-273","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Laor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-3058782","Pigeon Laor","60 000 CFA","Dakar, Sénégal",""
"1737926194-274","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Château Rouge","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-chateau-rouge-3063568","Pigeon Château Rouge","50 000 CFA","Mbour, Sénégal",""
"1737926205-275","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3063589","Pigeon Lahor","30 000 CFA","Mbour, Sénégal",""
"1737926216-276","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3065835","Poules","3 500 CFA","Dakar, Sénégal",""
"1737926227-277","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3072438","Lapin Angora","20 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1737926237-278","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076657","Pigeon","40 000 CFA","Mbour, Sénégal",""
"1737926247-279","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076664","Pigeon","60 000 CFA","Mbour, Sénégal",""
"1737926259-280","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076669","Pigeon","100 000 CFA","Mbour, Sénégal",""
"1737926269-281","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3076680","Pigeon Lahor","30 000 CFA","Mbour, Sénégal",""
"1737926279-282","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3082778","Poulet de chair","2 500 CFA","Mbao, Dakar, Sénégal",""
"1737926292-283","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Couples Pigeons Boulant Panarami reproducteurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-pigeons-boulant-panarami-reproducteurs-3083820","Couples Pigeons Boulant Panarami reproducteurs","130 000 CFA","Rufisque, Sénégal",""
"1737926307-284","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3087144","Pigeons","80 000 CFA","Mbour, Sénégal",""
"1737926318-285","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin couple fauve adultes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-couple-fauve-adultes-3089288","Lapin couple fauve adultes","80 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1737926331-286","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahore","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-3090984","Pigeon Lahore","20 000 CFA","Rufisque, Sénégal",""
"1737926341-287","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Perruches  arc-en-ciel","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-arc-en-ciel-3094776","Perruches  arc-en-ciel","40 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1737926349-288","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon kochoi","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-kochoi-3099946","Pigeon kochoi","70 000 CFA","Mbour, Sénégal",""
"1737926358-289","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3101043","Poulet de chair","3 500 CFA","Thies, Sénégal",""
